agency_name,city,state,agency_type,agency_latitude,agency_longitude,ft_sworn,agency_population,validated_week_name,record_month,validated_day,record_year
Paulding County Marshal'S Office,Hiram,GA,Constable/Marshal,33.88441,-84.75551,-999,-999,Tuesday,August,14,2018
Assumption Parish Sheriffs Department - Substation,Pierre Part,LA,Sheriff'S Office,29.937222,-91.21314,-999,-999,Tuesday,February,12,2019
Louisiana State Police Troop F - Monroe,Monroe,LA,Primary State Agency,32.518612,-91.98956,-999,-999,Thursday,February,14,2019
California Highway Patrol - San Gorgonio Pass,Beaumont,CA,Primary State Agency,33.92279,-116.94746,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Riverside,Riverside,CA,Primary State Agency,33.922016,-117.4105,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Hanford,Hanford,CA,Primary State Agency,36.31971,-119.669876,-999,-999,Tuesday,July,24,2018
Saddleback Community College Police Department,Mission Viejo,CA,Special Jurisdiction,33.54868,-117.66238,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Templeton Area,Templeton,CA,Primary State Agency,35.555813,-120.71157,-999,-999,Tuesday,July,24,2018
California Highway Patrol - West Los Angeles,Culver City,CA,Primary State Agency,33.980793,-118.3917,-999,-999,Tuesday,July,24,2018
Kings County Sheriffs Department - Corcoran Substation,Corcoran,CA,Sheriff'S Office,36.09923,-119.56002,-999,-999,Monday,July,16,2018
San Mateo County Sheriffs Office - North Fair Oaks Substation,Redwood City,CA,Sheriff'S Office,37.47298,-122.2055,-999,-999,Tuesday,July,24,2018
Oakland Police Department - Eastmont Substation,Oakland,CA,Local Police Department,37.767506,-122.17545,-999,-999,Tuesday,July,24,2018
California Highway Patrol - South Lake Tahoe,South Lake Tahoe,CA,Primary State Agency,38.853664,-120.01864,-999,-999,Tuesday,July,24,2018
Pelican Bay State Prison,Crescent City,CA,Local Police Department,41.85488,-124.15123,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Oakland,Oakland,CA,Primary State Agency,37.82488,-122.26625,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Amador Area,Jackson,CA,Primary State Agency,38.343067,-120.76323,-999,-999,Tuesday,July,24,2018
Orange County Sheriffs Department - Huntington Harbor Patrol,Huntington Beach,CA,Sheriff'S Office,33.728226,-118.07749,-999,-999,Tuesday,July,24,2018
Riverside County Sheriffs Department - Jurupa Valley Station,Riverside,CA,Sheriff'S Office,34.01267,-117.44623,-999,-999,Tuesday,July,24,2018
Pomona Unified School District Security,Pomona,CA,Special Jurisdiction,34.05186,-117.74916,-999,-999,Tuesday,July,24,2018
California Parks And Recreation Law Enforcement - Diablo Vista District,Petaluma,CA,Primary State Agency,38.25437,-122.58677,-999,-999,Tuesday,July,24,2018
California Parks And Recreation Law Enforcement - Marin District,Petaluma,CA,Primary State Agency,38.25414,-122.58696,-999,-999,Tuesday,July,24,2018
University Of San Francisco Public Safety Department,San Francisco,CA,Special Jurisdiction,37.776604,-122.45042,-999,-999,Tuesday,July,24,2018
Stockton Fire Department - Arson Investigator,Stockton,CA,Local Police Department,37.956448,-121.29117,-999,-999,Tuesday,July,24,2018
Los Angeles Police Department - Topanga Community Police Station,Canoga Park,CA,Local Police Department,34.221466,-118.59991,-999,-999,Tuesday,July,24,2018
San Diego Police Department - Northern Division,La Jolla,CA,Local Police Department,32.87679,-117.21561,-999,-999,Tuesday,July,24,2018
Temecula Police Department - Promenade Mall Storefront,Temecula,CA,Local Police Department,33.524654,-117.15486,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Needles,Needles,CA,Primary State Agency,34.83605,-114.621056,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Border Division Area 601,San Diego,CA,Primary State Agency,32.83335,-117.12799,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Fresno Area,Fresno,CA,Primary State Agency,36.7584,-119.829346,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Coalinga Area,Coalinga,CA,Primary State Agency,36.138268,-120.359634,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Quincy Area 165,Quincy,CA,Primary State Agency,39.937187,-120.93939,-999,-999,Tuesday,July,24,2018
Riverside County Sheriffs Department - Southwest Station,Murrieta,CA,Sheriff'S Office,33.582035,-117.12083,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Red Bluff Area,Red Bluff,CA,Primary State Agency,40.193214,-122.23939,-999,-999,Tuesday,July,24,2018
Kings County Sheriffs Department - Avenal Substation,Avenal,CA,Sheriff'S Office,36.00284,-120.1307,-999,-999,Friday,July,13,2018
California Highway Patrol - Desert Hills Inspection Facility,Banning,CA,Primary State Agency,33.93051,-116.83729,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Morongo Basin,Joshua Tree,CA,Primary State Agency,34.134644,-116.27399,-999,-999,Thursday,July,19,2018
California Highway Patrol - Santa Rosa,Rohnert Park,CA,Primary State Agency,38.35007,-122.72065,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Rainbow Inspection Facility,Temecula,CA,Primary State Agency,33.447006,-117.13503,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Valley Division,Rancho Cordova,CA,Primary State Agency,38.606735,-121.261826,-999,-999,Tuesday,July,24,2018
California Highway Patrol - Humboldt,Arcata,CA,Primary State Agency,40.861103,-124.07922,-999,-999,Friday,July,13,2018
High Rock Conservation Camp,Weott,CA,Local Police Department,40.375183,-123.93154,-999,-999,Tuesday,July,24,2018
Valley View Conservation Camp,Elk Creek,CA,Local Police Department,39.65288,-122.72166,-999,-999,Tuesday,July,24,2018
Hampshire County Sheriffs Office / Hampshire County Jail And House Of Correction,Northampton,MA,Sheriff'S Office,42.30761,-72.65919,-999,-999,Monday,September,10,2018
New Bedford Police Department Station 3,New Bedford,MA,Local Police Department,41.68142,-70.9345,-999,-999,Monday,September,10,2018
Massachusetts Environmental Police - Scituate,Scituate,MA,Local Police Department,42.198944,-70.716446,-999,-999,Monday,September,10,2018
Worthington Police Department,Worthington,MA,Local Police Department,42.40662,-72.938286,-999,-999,Monday,September,10,2018
Massachusetts State Police - Sturbridge Barracks,Sturbridge,MA,Primary State Agency,42.11229,-72.082985,-999,-999,Monday,September,10,2018
Springfield Police Department - Police Academy And Youth Assessment Center,Springfield,MA,Local Police Department,42.11434,-72.58513,-999,-999,Monday,September,10,2018
Essex County Correctional Facility And Sheriffs Headquarters,Middleton,MA,Sheriff'S Office,42.59781,-70.986725,-999,-999,Monday,September,10,2018
Suffolk County Superior Court,Boston,MA,Local Police Department,42.360096,-71.06143,-999,-999,Friday,September,7,2018
Massachusetts State Police - Springfield,Springfield,MA,Primary State Agency,42.11991,-72.584816,-999,-999,Monday,September,10,2018
Phillipston Public Safety,Phillipston,MA,Local Police Department,42.570766,-72.13725,-999,-999,Monday,September,10,2018
Massachusetts Bay Community College Public Safety - Framingham Campus,Framingham,MA,Special Jurisdiction,42.292152,-71.414055,-999,-999,Monday,September,10,2018
Warwick Police Department,Warwick,MA,Local Police Department,42.68236,-72.33813,-999,-999,Monday,September,10,2018
Plainfield Police Department,Plainfield,MA,Local Police Department,42.51611,-72.91287,-999,-999,Monday,September,10,2018
Washington Police Department,Washington,MA,Local Police Department,42.37316,-73.11583,-999,-999,Monday,September,10,2018
Massachusetts State Police - Lee,Lee,MA,Primary State Agency,42.31614,-73.25708,-999,-999,Monday,September,10,2018
Massachusetts State Police,Danvers,MA,Primary State Agency,42.586205,-70.96827,-999,-999,Monday,September,10,2018
Boston School Police,Dorchester,MA,Special Jurisdiction,42.316082,-71.08428,-999,-999,Monday,September,10,2018
Massachusetts State Police - Belchertown,Belchertown,MA,Primary State Agency,42.279613,-72.34804,-999,-999,Monday,September,10,2018
Richmond Town Police Department,Richmond,MA,Local Police Department,42.39009,-73.36698,-999,-999,Monday,September,10,2018
Otis Police Department,Otis,MA,Local Police Department,42.192585,-73.093346,-999,-999,Monday,September,10,2018
Heath Police Department,Heath,MA,Local Police Department,42.673748,-72.82185,-999,-999,Monday,September,10,2018
Massachusetts State Police - Troop H - Station 7 - Milton,Milton,MA,Primary State Agency,42.214798,-71.09309,-999,-999,Monday,September,10,2018
West Springfield Police Department - Substation,West Springfield,MA,Local Police Department,42.100056,-72.6057,-999,-999,Monday,September,10,2018
Massachusetts State Police - Medford,Medford,MA,Primary State Agency,42.404316,-71.08321,-999,-999,Monday,September,10,2018
Springfield Police Department - Hampden County Hall Of Justice,Springfield,MA,Local Police Department,42.099724,-72.589264,-999,-999,Monday,September,10,2018
Massachusetts State Police - Charlton Barracks,Charlton,MA,Primary State Agency,42.134804,-72.04103,-999,-999,Monday,September,10,2018
The Clark University Police Department,Worcester,MA,Special Jurisdiction,42.251476,-71.82403,-999,-999,Monday,September,10,2018
Chicopee Police Department - Substation,Chicopee,MA,Local Police Department,42.14518,-72.6091,-999,-999,Monday,September,10,2018
Massachusetts State Police - Boston,Boston,MA,Primary State Agency,42.36684,-71.06893,-999,-999,Monday,September,10,2018
Massachusetts State Police - Devens Barracks,Devens,MA,Primary State Agency,42.547268,-71.60905,-999,-999,Monday,September,10,2018
Bentley College Campus Police,Waltham,MA,Special Jurisdiction,42.3858,-71.22099,-999,-999,Monday,September,10,2018
Massachusetts State Police - Revere,Revere,MA,Primary State Agency,42.414314,-70.98948,-999,-999,Monday,September,10,2018
Brandeis University Department Of Public Safety Campus Police,Waltham,MA,Special Jurisdiction,42.366108,-71.255455,-999,-999,Monday,September,10,2018
The Tufts University Police Department,Boston,MA,Special Jurisdiction,42.35009,-71.061455,-999,-999,Monday,September,10,2018
Northeastern University Department Of Public Safety,Boston,MA,Special Jurisdiction,42.33757,-71.08524,-999,-999,Monday,September,10,2018
Simmons College Department Of Public Safety,Boston,MA,Special Jurisdiction,42.33843,-71.09975,-999,-999,Monday,September,10,2018
Suffolk University Police And Security Department,Boston,MA,Special Jurisdiction,42.35908,-71.06217,-999,-999,Friday,September,7,2018
Colrain Police Department,Colrain,MA,Local Police Department,42.673798,-72.70696,-999,-999,Monday,September,10,2018
Merrimack College Police Services,North Andover,MA,Special Jurisdiction,42.6697,-71.124115,-999,-999,Monday,September,10,2018
Massachusetts State Police - Cheshire Barracks,Cheshire,MA,Primary State Agency,42.58812,-73.147125,-999,-999,Monday,September,10,2018
Lasell College Campus Police,Auburndale,MA,Special Jurisdiction,42.342987,-71.24503,-999,-999,Monday,September,10,2018
Massachusetts State Police - South Boston,Boston,MA,Primary State Agency,42.322517,-71.04898,-999,-999,Monday,September,10,2018
Boston Police Department District D-4,Boston,MA,Local Police Department,42.339417,-71.06926,-999,-999,Monday,September,10,2018
Massachusetts Environmental Police - Gloucester,Gloucester,MA,Local Police Department,42.614902,-70.65056,-999,-999,Monday,September,10,2018
Massachusetts State Police - Nantucket,Nantucket,MA,Primary State Agency,41.289917,-70.10784,-999,-999,Monday,September,10,2018
Waltham Police Department - Carter Street Substation,Waltham,MA,Local Police Department,42.37454,-71.23485,-999,-999,Monday,September,10,2018
Middlefield Police Department,Middlefield,MA,Local Police Department,42.344604,-73.00954,-999,-999,Monday,September,10,2018
Cape Cod Community College Department Of Public Safety,West Barnstable,MA,Special Jurisdiction,41.691334,-70.33768,-999,-999,Monday,September,10,2018
Babson College Campus Police,Wellesley Hills,MA,Special Jurisdiction,42.29688,-71.2611,-999,-999,Monday,September,10,2018
Massachusetts Environmental Police - Coastal Headquarters,Hingham,MA,Local Police Department,42.252968,-70.91979,-999,-999,Monday,September,10,2018
Massachusetts Environmental Police - New Bedford,New Bedford,MA,Local Police Department,41.634647,-70.92055,-999,-999,Monday,September,10,2018
West Stockbridge Police Department,West Stockbridge,MA,Local Police Department,42.336422,-73.37434,-999,-999,Monday,September,10,2018
Royalston Police Station,Royalston,MA,Local Police Department,42.673046,-72.18775,-999,-999,Monday,September,10,2018
Amtrak Police Department,Springfield,MA,Local Police Department,42.10584,-72.59324,-999,-999,Monday,September,10,2018
Blandford Police Department,Blandford,MA,Local Police Department,42.180744,-72.925514,-999,-999,Monday,September,10,2018
Brimfield Police Department,Brimfield,MA,Local Police Department,42.121796,-72.20396,-999,-999,Monday,September,10,2018
Holland Police Department,Holland,MA,Local Police Department,42.066093,-72.160706,-999,-999,Monday,September,10,2018
Chester Police Department,Chester,MA,Local Police Department,42.280067,-72.98242,-999,-999,Monday,September,10,2018
Rowe Police Department,Rowe,MA,Local Police Department,42.694717,-72.8984,-999,-999,Monday,September,10,2018
Chicopee Police Department - Community Substation,Chicopee,MA,Local Police Department,42.187603,-72.606445,-999,-999,Monday,September,10,2018
State Police - South Yarmouth Barracks,Yarmouth,MA,Primary State Agency,41.66443,-70.1972,-999,-999,Monday,September,10,2018
State Police Northampton,Northampton,MA,Primary State Agency,42.354443,-72.6401,-999,-999,Monday,September,10,2018
Westhampton Police Department,Westhampton,MA,Local Police Department,42.30493,-72.766304,-999,-999,Monday,September,10,2018
Massachusetts State Police - Norwell - Station D-1,Norwell,MA,Primary State Agency,42.161407,-70.79498,-999,-999,Monday,September,10,2018
Massachusetts State Police - Framingham Barracks,Framingham,MA,Primary State Agency,42.29745,-71.41419,-999,-999,Friday,September,7,2018
Boston Police Department District C-6,South Boston,MA,Local Police Department,42.341164,-71.05495,-999,-999,Monday,September,10,2018
Boston Police Department District A-7,East Boston,MA,Local Police Department,42.37109,-71.03875,-999,-999,Monday,September,10,2018
Boston Police Department District E-18,Hyde Park,MA,Local Police Department,42.256454,-71.12415,-999,-999,Monday,September,10,2018
Boston Police Department District B3,Dorchester,MA,Local Police Department,42.2847,-71.091644,-999,-999,Monday,September,10,2018
Essex County Sheriffs Department Secure Alternative Lockup Program,Lawrence,MA,Sheriff'S Office,42.71416,-71.13583,-999,-999,Monday,September,10,2018
Massachusetts Environmental Police - South Costal Bureau,Bourne,MA,Local Police Department,41.740807,-70.59816,-999,-999,Monday,September,10,2018
Massachusetts State Police - Troop H - Station 3 - Foxborough,Foxborough,MA,Primary State Agency,42.075012,-71.285706,-999,-999,Monday,September,10,2018
Westfield Police Department - Westfield Community Police Unit - Southampton Road,Westfield,MA,Local Police Department,42.143284,-72.73337,-999,-999,Monday,September,10,2018
Lawrence Police Department - Substation,Lawrence,MA,Local Police Department,42.702244,-71.15361,-999,-999,Monday,September,10,2018
Washtenaw County Sheriffs Office Station 7 - Scio-Webster,Ann Arbor,MI,Sheriff'S Office,42.299385,-83.83943,-999,-999,Monday,February,4,2019
Brazil City Police Department,Brazil,IN,Local Police Department,39.522972,-87.12563,-999,-999,Thursday,August,23,2018
Two Bridges Regional Jail,Wiscasset,ME,Local Police Department,43.978348,-69.698814,-999,-999,Thursday,March,7,2019
Kansas City Kansas Police Department South Patrol,Kansas City,KS,Local Police Department,39.06057,-94.66762,-999,-999,Friday,August,17,2018
Hancock County Sheriff,Hawesville,KY,Sheriff'S Office,37.90136,-86.749855,-999,-999,Thursday,August,9,2018
Jackson County Jail - Chanter Road Correctional Facility,Jackson,MI,Local Police Department,42.28267,-84.390495,-999,-999,Monday,February,4,2019
Hamilton County Jail,Noblesville,IN,Local Police Department,40.052166,-85.993164,-999,-999,Thursday,August,23,2018
Fayette County Public Schools Security - Lafayette,Lexington,KY,Special Jurisdiction,38.02563,-84.52496,-999,-999,Thursday,August,9,2018
Kewanna Police Department,Kewanna,IN,Local Police Department,41.016174,-86.414604,-999,-999,Thursday,August,23,2018
Marengo Police Department,Marengo,IN,Local Police Department,38.369026,-86.34232,-999,-999,Thursday,August,23,2018
East Carondelet Police Department,East Carondelet,IL,Local Police Department,38.539944,-90.23054,-999,-999,Friday,November,16,2018
Garrard County Constable - District 1,Lancaster,KY,Constable/Marshal,37.618355,-84.5793,-999,-999,Thursday,August,9,2018
Maine State Police Troop E,Orono,ME,Primary State Agency,44.872814,-68.67979,-999,-999,Thursday,March,7,2019
Butler University Police Department,Indianapolis,IN,Special Jurisdiction,39.836315,-86.16862,-999,-999,Thursday,August,23,2018
